family,variant_id,display_name,run_id,horizon,status,seed_count,seeds,Score_mean,Score_std,Score_seed_count,Score_single_seed_values,MAE_mean,MAE_std,MAE_seed_count,MAE_single_seed_values,RMSE_mean,RMSE_std,RMSE_seed_count,RMSE_single_seed_values,R2_mean,R2_std,R2_seed_count,R2_single_seed_values
G,G6,Free adaptive graph,g6_smoke_v1,6,completed,1,[2026],8.724512937428946,0.0,1,"{""2026"": 8.724512937428946}",63.40508734429633,0.0,1,"{""2026"": 63.40508734429633}",72.65532506492272,0.0,1,"{""2026"": 72.65532506492272}",-0.9083800645110129,0.0,1,"{""2026"": -0.9083800645110129}"
G,G6,Free adaptive graph,g6_smoke_v1,10,completed,1,[2026],11.122156687203672,0.0,1,"{""2026"": 11.122156687203672}",80.18241875939788,0.0,1,"{""2026"": 80.18241875939788}",91.20984224305498,0.0,1,"{""2026"": 91.20984224305498}",-1.558866581676691,0.0,1,"{""2026"": -1.558866581676691}"
G,G7,Fixed dual graph,g7_smoke_v1,3,completed,1,[2026],5.774495394532875,0.0,1,"{""2026"": 5.774495394532875}",41.535080600792256,0.0,1,"{""2026"": 41.535080600792256}",46.73774188483804,0.0,1,"{""2026"": 46.73774188483804}",0.1351790364187555,0.0,1,"{""2026"": 0.1351790364187555}"
G,G7,Fixed dual graph,g7_smoke_v1,6,completed,1,[2026],5.615120214477893,0.0,1,"{""2026"": 5.615120214477893}",39.3074934099104,0.0,1,"{""2026"": 39.3074934099104}",46.297351039262715,0.0,1,"{""2026"": 46.297351039262715}",0.22510607372283464,0.0,1,"{""2026"": 0.22510607372283464}"
G,G7,Fixed dual graph,g7_smoke_v1,10,completed,1,[2026],7.400672507400993,0.0,1,"{""2026"": 7.400672507400993}",51.79670977093684,0.0,1,"{""2026"": 51.79670977093684}",61.08131941548025,0.0,1,"{""2026"": 61.08131941548025}",-0.14757493177264158,0.0,1,"{""2026"": -0.14757493177264158}"
G,G8,Degree-preserving random rewiring,g8_smoke_v1,3,completed,1,[2026],7.1288383031843265,0.0,1,"{""2026"": 7.1288383031843265}",51.971837003466106,0.0,1,"{""2026"": 51.971837003466106}",59.68845139488455,0.0,1,"{""2026"": 59.68845139488455}",-0.410494443507621,0.0,1,"{""2026"": -0.410494443507621}"
G,G8,Degree-preserving random rewiring,g8_smoke_v1,6,completed,1,[2026],8.732000467852819,0.0,1,"{""2026"": 8.732000467852819}",63.46170236013986,0.0,1,"{""2026"": 63.46170236013986}",72.72546874511423,0.0,1,"{""2026"": 72.72546874511423}",-0.9120666605718399,0.0,1,"{""2026"": -0.9120666605718399}"
G,G8,Degree-preserving random rewiring,g8_smoke_v1,10,completed,1,[2026],11.130481737992286,0.0,1,"{""2026"": 11.130481737992286}",80.244969324088,0.0,1,"{""2026"": 80.244969324088}",91.28227832145774,0.0,1,"{""2026"": 91.28227832145774}",-1.5629325433564003,0.0,1,"{""2026"": -1.5629325433564003}"
L,L0,Equal Smooth L1,l0_smoke_v1,3,completed,1,[2026],6.9921421376664545,0.0,1,"{""2026"": 6.9921421376664545}",50.916667239766724,0.0,1,"{""2026"": 50.916667239766724}",58.52460230565461,0.0,1,"{""2026"": 58.52460230565461}",-0.35602500928554837,0.0,1,"{""2026"": -0.35602500928554837}"
L,L0,Equal Smooth L1,l0_smoke_v1,6,completed,1,[2026],8.565397027129983,0.0,1,"{""2026"": 8.565397027129983}",62.20852298336429,0.0,1,"{""2026"": 62.20852298336429}",71.34871585770857,0.0,1,"{""2026"": 71.34871585770857}",-0.8403579130474141,0.0,1,"{""2026"": -0.8403579130474141}"
L,L0,Equal Smooth L1,l0_smoke_v1,10,completed,1,[2026],10.93637379837259,0.0,1,"{""2026"": 10.93637379837259}",78.79806939927106,0.0,1,"{""2026"": 78.79806939927106}",89.74278314102894,0.0,1,"{""2026"": 89.74278314102894}",-1.477212719366169,0.0,1,"{""2026"": -1.477212719366169}"
L,L1,Horizon difficulty-rate only,l1_smoke_v1,3,completed,1,[2026],7.065578695290149,0.0,1,"{""2026"": 7.065578695290149}",51.481978295554576,0.0,1,"{""2026"": 51.481978295554576}",59.13922438933453,0.0,1,"{""2026"": 59.13922438933453}",-0.3846563632479343,0.0,1,"{""2026"": -0.3846563632479343}"
L,L1,Horizon difficulty-rate only,l1_smoke_v1,6,completed,1,[2026],8.655842098757272,0.0,1,"{""2026"": 8.655842098757272}",62.88736410074301,0.0,1,"{""2026"": 62.88736410074301}",72.08714567246543,0.0,1,"{""2026"": 72.08714567246543}",-0.8786489335059042,0.0,1,"{""2026"": -0.8786489335059042}"
L,L1,Horizon difficulty-rate only,l1_smoke_v1,10,completed,1,[2026],11.041377853142917,0.0,1,"{""2026"": 11.041377853142917}",79.58048034412592,0.0,1,"{""2026"": 79.58048034412592}",90.57151237437766,0.0,1,"{""2026"": 90.57151237437766}",-1.5231755801250197,0.0,1,"{""2026"": -1.5231755801250197}"
L,L2,Dynamic node difficulty only,l2_smoke_v1,3,completed,1,[2026],7.047984340760917,0.0,1,"{""2026"": 7.047984340760917}",51.349660094355194,0.0,1,"{""2026"": 51.349660094355194}",58.9989465159944,0.0,1,"{""2026"": 58.9989465159944}",-0.3780953612096998,0.0,1,"{""2026"": -0.3780953612096998}"
L,L2,Dynamic node difficulty only,l2_smoke_v1,6,completed,1,[2026],8.631639679820578,0.0,1,"{""2026"": 8.631639679820578}",62.70878931859156,0.0,1,"{""2026"": 62.70878931859156}",71.88670512920243,0.0,1,"{""2026"": 71.88670512920243}",-0.8682161748068418,0.0,1,"{""2026"": -0.8682161748068418}"
L,L2,Dynamic node difficulty only,l2_smoke_v1,10,completed,1,[2026],11.014909406456516,0.0,1,"{""2026"": 11.014909406456516}",79.38356101064004,0.0,1,"{""2026"": 79.38356101064004}",90.347923769234,0.0,1,"{""2026"": 90.347923769234}",-1.5107333243306238,0.0,1,"{""2026"": -1.5107333243306238}"
L,L3,Complete MS-MG-DWU,l3_smoke_v1,3,completed,1,[2026],7.783623200734026,0.0,1,"{""2026"": 7.783623200734026}",76.33942955875908,0.0,1,"{""2026"": 76.33942955875908}",117.75677038705155,0.0,1,"{""2026"": 117.75677038705155}",0.9204713645191344,0.0,1,"{""2026"": 0.9204713645191344}"
L,L3,Complete MS-MG-DWU,l3_smoke_v1,6,completed,1,[2026],9.684446283949155,0.0,1,"{""2026"": 9.684446283949155}",90.46171513146376,0.0,1,"{""2026"": 90.46171513146376}",138.8132223588933,0.0,1,"{""2026"": 138.8132223588933}",0.8894869334438604,0.0,1,"{""2026"": 0.8894869334438604}"
L,L3,Complete MS-MG-DWU,l3_smoke_v1,10,completed,1,[2026],11.706390557819958,0.0,1,"{""2026"": 11.706390557819958}",105.41287395398908,0.0,1,"{""2026"": 105.41287395398908}",159.3411440391301,0.0,1,"{""2026"": 159.3411440391301}",0.8543832008369954,0.0,1,"{""2026"": 0.8543832008369954}"
L,L5,Uncertainty weighting,l5_smoke_v1,3,completed,1,[2026],6.990136246825756,0.0,1,"{""2026"": 6.990136246825756}",50.901906188105194,0.0,1,"{""2026"": 50.901906188105194}",58.50436960915919,0.0,1,"{""2026"": 58.50436960915919}",-0.35508758130214857,0.0,1,"{""2026"": -0.35508758130214857}"
L,L5,Uncertainty weighting,l5_smoke_v1,6,completed,1,[2026],8.5628749082733,0.0,1,"{""2026"": 8.5628749082733}",62.1897207406851,0.0,1,"{""2026"": 62.1897207406851}",71.3218252621647,0.0,1,"{""2026"": 71.3218252621647}",-0.8389709506085801,0.0,1,"{""2026"": -0.8389709506085801}"
L,L5,Uncertainty weighting,l5_smoke_v1,10,completed,1,[2026],10.933909876533505,0.0,1,"{""2026"": 10.933909876533505}",78.77932573262618,0.0,1,"{""2026"": 78.77932573262618}",89.71638304459735,0.0,1,"{""2026"": 89.71638304459735}",-1.4757554649094922,0.0,1,"{""2026"": -1.4757554649094922}"
L,L7,Score-aligned hybrid,l7_smoke_v1,3,completed,1,[2026],8.884828093762186,0.0,1,"{""2026"": 8.884828093762186}",89.50451403834093,0.0,1,"{""2026"": 89.50451403834093}",133.17619822877575,0.0,1,"{""2026"": 133.17619822877575}",0.8982803201266027,0.0,1,"{""2026"": 0.8982803201266027}"
L,L7,Score-aligned hybrid,l7_smoke_v1,6,completed,1,[2026],10.329835015443575,0.0,1,"{""2026"": 10.329835015443575}",101.47805400478595,0.0,1,"{""2026"": 101.47805400478595}",152.50310676627103,0.0,1,"{""2026"": 152.50310676627103}",0.8666142790329614,0.0,1,"{""2026"": 0.8666142790329614}"
L,L7,Score-aligned hybrid,l7_smoke_v1,10,completed,1,[2026],11.876274868676012,0.0,1,"{""2026"": 11.876274868676012}",113.78496839750896,0.0,1,"{""2026"": 113.78496839750896}",170.60372330285324,0.0,1,"{""2026"": 170.60372330285324}",0.8330706782894107,0.0,1,"{""2026"": 0.8330706782894107}"
R,R0,Canonical robustness reference,r0_smoke_v1,3,completed,1,[2026],7.783623200734026,0.0,1,"{""2026"": 7.783623200734026}",76.33942955875908,0.0,1,"{""2026"": 76.33942955875908}",117.75677038705155,0.0,1,"{""2026"": 117.75677038705155}",0.9204713645191344,0.0,1,"{""2026"": 0.9204713645191344}"
R,R0,Canonical robustness reference,r0_smoke_v1,6,completed,1,[2026],9.684446283949155,0.0,1,"{""2026"": 9.684446283949155}",90.46171513146376,0.0,1,"{""2026"": 90.46171513146376}",138.8132223588933,0.0,1,"{""2026"": 138.8132223588933}",0.8894869334438604,0.0,1,"{""2026"": 0.8894869334438604}"
R,R0,Canonical robustness reference,r0_smoke_v1,10,completed,1,[2026],11.706390557819958,0.0,1,"{""2026"": 11.706390557819958}",105.41287395398908,0.0,1,"{""2026"": 105.41287395398908}",159.3411440391301,0.0,1,"{""2026"": 159.3411440391301}",0.8543832008369954,0.0,1,"{""2026"": 0.8543832008369954}"
T,T0,Canonical Fixed Dual reference,t0_smoke_v1,3,completed,1,[2026],7.783623200734026,0.0,1,"{""2026"": 7.783623200734026}",76.33942955875908,0.0,1,"{""2026"": 76.33942955875908}",117.75677038705155,0.0,1,"{""2026"": 117.75677038705155}",0.9204713645191344,0.0,1,"{""2026"": 0.9204713645191344}"
T,T0,Canonical Fixed Dual reference,t0_smoke_v1,6,completed,1,[2026],9.684446283949155,0.0,1,"{""2026"": 9.684446283949155}",90.46171513146376,0.0,1,"{""2026"": 90.46171513146376}",138.8132223588933,0.0,1,"{""2026"": 138.8132223588933}",0.8894869334438604,0.0,1,"{""2026"": 0.8894869334438604}"
T,T0,Canonical Fixed Dual reference,t0_smoke_v1,10,completed,1,[2026],11.706390557819958,0.0,1,"{""2026"": 11.706390557819958}",105.41287395398908,0.0,1,"{""2026"": 105.41287395398908}",159.3411440391301,0.0,1,"{""2026"": 159.3411440391301}",0.8543832008369954,0.0,1,"{""2026"": 0.8543832008369954}"
T,T0,T0,T0,3,completed,1,[2026],7.783623200734026,0.0,1,"{""2026"": 7.783623200734026}",76.33942955875908,0.0,1,"{""2026"": 76.33942955875908}",117.75677038705155,0.0,1,"{""2026"": 117.75677038705155}",0.9204713645191344,0.0,1,"{""2026"": 0.9204713645191344}"
T,T0,T0,T0,6,completed,1,[2026],9.684446283949155,0.0,1,"{""2026"": 9.684446283949155}",90.46171513146376,0.0,1,"{""2026"": 90.46171513146376}",138.8132223588933,0.0,1,"{""2026"": 138.8132223588933}",0.8894869334438604,0.0,1,"{""2026"": 0.8894869334438604}"
T,T0,T0,T0,10,completed,1,[2026],11.706390557819958,0.0,1,"{""2026"": 11.706390557819958}",105.41287395398908,0.0,1,"{""2026"": 105.41287395398908}",159.3411440391301,0.0,1,"{""2026"": 159.3411440391301}",0.8543832008369954,0.0,1,"{""2026"": 0.8543832008369954}"
T,T1,Fine-only,framework_multiseed_smoke,3,completed,2,"[2025, 2026]",6.458409784046763,1.058538075061104,2,"{""2025"": 5.709910333026902, ""2026"": 7.206909235066624}",46.73252761196083,8.957061960475876,2,"{""2025"": 40.398928360200266, ""2026"": 53.066126863721394}",56.34308601581873,11.663595881262035,2,"{""2025"": 48.09567827515885, ""2026"": 64.5904937564786}",-0.30102138346457885,0.49591722883913847,2,"{""2025"": 0.04964505195481683, ""2026"": -0.6516878188839745}"
T,T1,Fine-only,framework_multiseed_smoke,6,completed,2,"[2025, 2026]",6.7446750607117805,1.5637989839492583,2,"{""2025"": 5.638902194748627, ""2026"": 7.850447926674934}",48.08763154570039,12.809575891996825,2,"{""2025"": 39.02989356834572, ""2026"": 57.14536952305507}",58.54702739701126,15.01054055848552,2,"{""2025"": 47.93297237883045, ""2026"": 69.16108241519208}",-0.3361486124089769,0.555905380372644,2,"{""2025"": 0.05693585175060678, ""2026"": -0.7292330765685606}"
T,T1,Fine-only,framework_multiseed_smoke,10,completed,2,"[2025, 2026]",8.372590584983595,2.035194583423078,2,"{""2025"": 6.933490694011005, ""2026"": 9.811690475956183}",59.36980715955151,16.19627625804161,2,"{""2025"": 47.91731038751961, ""2026"": 70.82230393158342}",71.45114060641976,17.085753358450724,2,"{""2025"": 59.36968854497842, ""2026"": 83.5325926678611}",-0.6510313322487976,0.7003159351479584,2,"{""2025"": -0.15583318553267778, ""2026"": -1.1462294789649174}"
T,T1,Fine-only,t1_smoke_v1,3,completed,1,[2026],7.206909235066624,0.0,1,"{""2026"": 7.206909235066624}",53.066126863721394,0.0,1,"{""2026"": 53.066126863721394}",64.5904937564786,0.0,1,"{""2026"": 64.5904937564786}",-0.6516878188839745,0.0,1,"{""2026"": -0.6516878188839745}"
T,T1,Fine-only,t1_smoke_v1,6,completed,1,[2026],7.850447926674934,0.0,1,"{""2026"": 7.850447926674934}",57.14536952305507,0.0,1,"{""2026"": 57.14536952305507}",69.16108241519208,0.0,1,"{""2026"": 69.16108241519208}",-0.7292330765685606,0.0,1,"{""2026"": -0.7292330765685606}"
T,T1,Fine-only,t1_smoke_v1,10,completed,1,[2026],9.811690475956183,0.0,1,"{""2026"": 9.811690475956183}",70.82230393158342,0.0,1,"{""2026"": 70.82230393158342}",83.5325926678611,0.0,1,"{""2026"": 83.5325926678611}",-1.1462294789649174,0.0,1,"{""2026"": -1.1462294789649174}"
T,T2,Coarse-only,t2_smoke_v1,3,completed,1,[2026],5.527414409505411,0.0,1,"{""2026"": 5.527414409505411}",39.83390012929137,0.0,1,"{""2026"": 39.83390012929137}",46.091190541656424,0.0,1,"{""2026"": 46.091190541656424}",0.15894071577288416,0.0,1,"{""2026"": 0.15894071577288416}"
T,T2,Coarse-only,t2_smoke_v1,6,completed,1,[2026],6.8238623436879635,0.0,1,"{""2026"": 6.8238623436879635}",48.98571009069056,0.0,1,"{""2026"": 48.98571009069056}",56.32655386747638,0.0,1,"{""2026"": 56.32655386747638}",-0.14698128972173374,0.0,1,"{""2026"": -0.14698128972173374}"
T,T2,Coarse-only,t2_smoke_v1,10,completed,1,[2026],9.330335518431449,0.0,1,"{""2026"": 9.330335518431449}",66.20515780269352,0.0,1,"{""2026"": 66.20515780269352}",75.74830945082638,0.0,1,"{""2026"": 75.74830945082638}",-0.7648594421894448,0.0,1,"{""2026"": -0.7648594421894448}"
