MAE,RMSE,Score,group,horizon,model_id,model_name,num_valid_points,num_windows,physical_clip_applied,q33,q67,score_lower_is_better,sensitivity_only,threshold_source,total_points,valid_ratio,volatility_max,volatility_mean,volatility_median,volatility_min
34.567169313006076,43.132451077460246,0.1469389534342848,Low,3,A0,Dynamic VADSP,247,22,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,264,0.9356060606060606,0.7669660665772178,0.7319569203910677,0.7391448809463658,0.6221363473979925
41.59311123125949,51.56405827870977,0.1767256889681058,Low,3,A1,Fixed Dual,247,22,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,264,0.9356060606060606,0.7669660665772178,0.7319569203910677,0.7391448809463658,0.6221363473979925
35.34239092180806,43.63603442470027,0.15475947305272372,Low,6,A0,Dynamic VADSP,496,22,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,528,0.9393939393939394,0.7669660665772178,0.7319569203910677,0.7391448809463658,0.6221363473979925
42.36193041647634,52.25993843643624,0.18561204487728855,Low,6,A1,Fixed Dual,496,22,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,528,0.9393939393939394,0.7669660665772178,0.7319569203910677,0.7391448809463658,0.6221363473979925
35.0775019605232,43.47367736648144,0.1553015981535765,Low,10,A0,Dynamic VADSP,825,22,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,880,0.9375,0.7669660665772178,0.7319569203910677,0.7391448809463658,0.6221363473979925
42.106189334753786,52.17633240774206,0.18653628993659496,Low,10,A1,Fixed Dual,825,22,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,880,0.9375,0.7669660665772178,0.7319569203910677,0.7391448809463658,0.6221363473979925
36.59748352810555,45.32712185360401,0.15647271724001677,Medium,3,A0,Dynamic VADSP,241,22,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,264,0.9128787878787878,0.8255494734357026,0.8026225431416953,0.804311535294718,0.7722901712087068
43.70530466420027,54.15139294052409,0.1865343828887532,Medium,3,A1,Fixed Dual,241,22,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,264,0.9128787878787878,0.8255494734357026,0.8026225431416953,0.804311535294718,0.7722901712087068
36.12860815976642,44.54308413526345,0.15673663981439143,Medium,6,A0,Dynamic VADSP,491,22,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,528,0.9299242424242424,0.8255494734357026,0.8026225431416953,0.804311535294718,0.7722901712087068
42.996542563506395,53.026407213152446,0.18664381342343292,Medium,6,A1,Fixed Dual,491,22,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,528,0.9299242424242424,0.8255494734357026,0.8026225431416953,0.804311535294718,0.7722901712087068
35.63881289754928,44.52331415608007,0.15737448557162875,Medium,10,A0,Dynamic VADSP,818,22,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,880,0.9295454545454546,0.8255494734357026,0.8026225431416953,0.804311535294718,0.7722901712087068
42.38026334953774,52.94819652155686,0.18726479024293383,Medium,10,A1,Fixed Dual,818,22,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,880,0.9295454545454546,0.8255494734357026,0.8026225431416953,0.804311535294718,0.7722901712087068
33.04071510444253,44.34659403675925,0.14221471393136878,High,3,A0,Dynamic VADSP,177,16,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,192,0.921875,1.0872333625500852,0.9208532691933545,0.8960780829656869,0.8447098703208294
40.01865003337968,53.558553739949105,0.17178189281462763,High,3,A1,Fixed Dual,177,16,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,192,0.921875,1.0872333625500852,0.9208532691933545,0.8960780829656869,0.8447098703208294
34.198558968557435,44.34229859569445,0.15158296590576675,High,6,A0,Dynamic VADSP,355,16,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,384,0.9244791666666666,1.0872333625500852,0.9208532691933545,0.8960780829656869,0.8447098703208294
41.62740495708627,53.63474254547255,0.18382896368789997,High,6,A1,Fixed Dual,355,16,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,384,0.9244791666666666,1.0872333625500852,0.9208532691933545,0.8960780829656869,0.8447098703208294
34.48317147598786,43.93208543160102,0.15457161023402233,High,10,A0,Dynamic VADSP,588,16,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,640,0.91875,1.0872333625500852,0.9208532691933545,0.8960780829656869,0.8447098703208294
41.99060027453364,53.3011778142994,0.18775671827063461,High,10,A1,Fixed Dual,588,16,True,0.771225418345156,0.8296276720268934,True,False,A0_formal_train_windows,640,0.91875,1.0872333625500852,0.9208532691933545,0.8960780829656869,0.8447098703208294
