event_index,event_timestamp,time_index,relative_step,timestamp,Patv_clean_for_input_farm_mean_kw,Fine_local_residual_ma6_kw,Fine_first_difference_kw,Coarse_ma6_kw,Coarse_ma18_kw,Coarse_ma36_kw,Downsample_upsample_ma36_kw,resampled_source_start_index,resampled_source_end_index,resampled_source_is_causal
10573,2021-03-15 10:20:00,10537,-36,2021-03-15 04:20:00,1316.9121968283582,270.9053608908582,820.2669659514925,1046.0068359375,1005.87353515625,659.3358154296875,420.9555969238281,10476,10511,True
10573,2021-03-15 10:20:00,10538,-35,2021-03-15 04:30:00,1474.7834654850747,434.47890005538716,157.87126865671644,1040.3045654296875,1070.3570556640625,695.658935546875,420.9555969238281,10476,10511,True
10573,2021-03-15 10:20:00,10539,-34,2021-03-15 04:40:00,1505.6111240671642,465.25113871560166,30.827658582089498,1040.3599853515625,1136.8961181640625,731.549560546875,420.9555969238281,10476,10511,True
10573,2021-03-15 10:20:00,10540,-33,2021-03-15 04:50:00,1452.061333955224,369.665093720849,-53.54979011194018,1082.396240234375,1196.4825439453125,763.4533081054688,420.9555969238281,10476,10511,True
10573,2021-03-15 10:20:00,10541,-32,2021-03-15 05:00:00,1455.717583955224,172.09575778334897,3.65625,1283.621826171875,1236.8648681640625,795.4589233398438,420.9555969238281,10476,10511,True
10573,2021-03-15 10:20:00,10542,-31,2021-03-15 05:10:00,1489.9469449626865,40.77482582206153,34.22936100746256,1449.172119140625,1299.5712890625,828.3907470703125,420.9555969238281,10476,10511,True
10573,2021-03-15 10:20:00,10543,-30,2021-03-15 05:20:00,1514.1878498134329,32.13645821187038,24.240904850746347,1482.0513916015625,1327.9425048828125,861.23974609375,420.9555969238281,10476,10511,True
10573,2021-03-15 10:20:00,10544,-29,2021-03-15 05:30:00,1505.4045009328358,18.249593706273345,-8.783348880597032,1487.1549072265625,1341.7491455078125,893.6531372070312,420.9555969238281,10476,10511,True
10573,2021-03-15 10:20:00,10545,-28,2021-03-15 05:40:00,1512.9177938432836,24.54511317922106,7.513292910447717,1488.3726806640625,1343.0404052734375,925.5819702148438,420.9555969238281,10476,10511,True
10573,2021-03-15 10:20:00,10546,-27,2021-03-15 05:50:00,1514.6152052238806,15.816865380130594,1.697411380597032,1498.79833984375,1345.491455078125,957.8173828125,420.9555969238281,10476,10511,True
10573,2021-03-15 10:20:00,10547,-26,2021-03-15 06:00:00,1508.01026119403,0.49646724871740844,-6.604944029850685,1507.5137939453125,1346.21728515625,989.8693237304688,420.9555969238281,10476,10511,True
10573,2021-03-15 10:20:00,10548,-25,2021-03-15 06:10:00,1449.922807835821,-50.920209742303996,-58.087453358208904,1500.843017578125,1342.673828125,1021.9230346679688,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10549,-24,2021-03-15 06:20:00,515.1852845149253,-819.1573668522622,-934.7375233208957,1334.3426513671875,1287.4669189453125,1027.6234130859375,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10550,-23,2021-03-15 06:30:00,1127.1353777985075,-144.16235169367997,611.9500932835822,1271.2977294921875,1266.25244140625,1050.7568359375,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10551,-22,2021-03-15 06:40:00,976.074801772388,-205.749172836987,-151.06057602611952,1181.823974609375,1236.8521728515625,1069.693603515625,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10552,-21,2021-03-15 06:50:00,1424.7906949626865,257.93754554862403,448.7158931902985,1166.8531494140625,1249.3492431640625,1100.407470703125,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10553,-20,2021-03-15 07:00:00,1490.4559235074628,326.5284332730878,65.66522854477626,1163.927490234375,1318.3543701171875,1131.6199951171875,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10554,-19,2021-03-15 07:10:00,1499.8009561567164,327.56047764109144,9.345032649253653,1172.240478515625,1374.085205078125,1163.663818359375,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10555,-18,2021-03-15 07:20:00,1476.8287080223881,144.31430372551313,-22.97224813432831,1332.514404296875,1382.969482421875,1194.4215087890625,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10556,-17,2021-03-15 07:30:00,1479.048973880597,87.88234790403453,2.2202658582089043,1391.1666259765625,1383.2064208984375,1226.78173828125,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10557,-16,2021-03-15 07:40:00,1427.2627098880596,-39.10191413537791,-51.78626399253744,1466.3646240234375,1378.853759765625,1257.875,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10558,-15,2021-03-15 07:50:00,1412.2082555970148,-52.05932252798516,-15.054454291044749,1464.267578125,1376.6396484375,1286.5611572265625,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10559,-14,2021-03-15 08:00:00,1408.759911380597,-41.89169994752797,-3.4483442164178086,1450.651611328125,1374.0308837890625,1305.4478759765625,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10560,-13,2021-03-15 08:10:00,1449.196245335821,6.978838109258504,40.43633395522397,1442.2174072265625,1371.7669677734375,1335.669189453125,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10561,-12,2021-03-15 08:20:00,1365.1786380597016,-58.4304927996734,-84.0176072761194,1423.609130859375,1363.48876953125,1345.715576171875,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10562,-11,2021-03-15 08:30:00,1262.4376166044776,-125.06958554395987,-102.74102145522397,1387.5072021484375,1349.9906005859375,1345.869873046875,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10563,-10,2021-03-15 08:40:00,1166.752098880597,-177.33664623659047,-95.6855177238806,1344.0887451171875,1330.7591552734375,1336.8997802734375,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10564,-9,2021-03-15 08:50:00,1181.5195895522388,-124.12103544776119,14.76749067164178,1305.640625,1312.2537841796875,1328.8726806640625,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10565,-8,2021-03-15 09:00:00,1272.8234608208954,-10.161158319729566,91.30387126865662,1282.984619140625,1299.1878662109375,1322.70263671875,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10566,-7,2021-03-15 09:10:00,1315.9112639925372,55.140878250349715,43.08780317164178,1260.7703857421875,1291.7427978515625,1317.208251953125,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10567,-6,2021-03-15 09:20:00,1400.7308768656717,134.0350760844217,84.81961287313447,1266.69580078125,1340.9398193359375,1314.203369140625,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10568,-5,2021-03-15 09:30:00,1458.1503031716418,158.83572797632928,57.41942630597009,1299.3145751953125,1359.3294677734375,1312.791015625,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10569,-4,2021-03-15 09:40:00,1468.6043610074628,118.98106999183778,10.454057835821004,1349.623291015625,1386.6922607421875,1311.772216796875,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10570,-3,2021-03-15 09:50:00,1491.2960587686566,90.04337322178162,22.691697761193836,1401.252685546875,1390.386962890625,1319.8681640625,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10571,-2,2021-03-15 10:00:00,1465.8709188432836,32.44367274953356,-25.42513992537306,1433.42724609375,1389.0211181640625,1353.687744140625,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10572,-1,2021-03-15 10:10:00,1360.983208955224,-79.95612209946353,-104.88770988805959,1440.9393310546875,1381.30908203125,1377.6971435546875,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10573,0,2021-03-15 10:20:00,274.6445604011194,-978.6136183098181,-1086.3386485541046,1253.2581787109375,1314.5211181640625,1348.7452392578125,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10574,1,2021-03-15 10:30:00,191.89023145988807,-850.3246122901119,-82.75432894123134,1042.21484375,1243.01220703125,1313.109375,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10575,2,2021-03-15 10:40:00,620.2592117537314,-280.56482389079986,428.3689802938433,900.8240356445312,1198.1787109375,1288.5162353515625,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10576,3,2021-03-15 10:50:00,526.7583372201492,-213.3094118032883,-93.50087453358219,740.0677490234375,1148.987060546875,1262.8133544921875,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10577,4,2021-03-15 11:00:00,380.0664645522388,-179.0338772446362,-146.6918726679104,559.100341796875,1091.83740234375,1232.9342041015625,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10578,5,2021-03-15 11:10:00,392.99950443097015,-4.770209924498602,12.933039878731336,397.76971435546875,1033.1597900390625,1202.46337890625,989.8693237304688,10512,10547,True
