TurbID,representation,curve_type,x,y,x_unit,y_unit
44,raw,spectrum,0.0009765625,0.24272473540835826,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0029296875,0.12425035847052358,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0048828125,0.08833829038408345,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0068359375,0.08588885829433812,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0087890625,0.05925217659173118,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0107421875,0.033953275319912386,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0126953125,0.03110357418281725,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0146484375,0.03322649763823651,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0166015625,0.026994842924798607,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0185546875,0.0192817333243224,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0205078125,0.016669641179963893,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0224609375,0.01246009961113972,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0244140625,0.012584649065732138,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0263671875,0.010572965298610596,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0283203125,0.009552779511601427,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0302734375,0.007843227384636525,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0322265625,0.007231916958219154,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0341796875,0.007875029457688773,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0361328125,0.007279213099642039,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0380859375,0.005264143526902295,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0400390625,0.0052592509487506,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0419921875,0.004779046677851139,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0439453125,0.0042060608286203964,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0458984375,0.004404270464805032,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0478515625,0.0033790450222868653,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0498046875,0.0038561563029145627,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0517578125,0.0032316236720409497,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0537109375,0.003682776850459369,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0556640625,0.003228114790787165,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0576171875,0.0031318854855031473,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0595703125,0.0024074915543017958,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0615234375,0.00237947498014023,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0634765625,0.002227243334308901,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0654296875,0.001991386193560307,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0673828125,0.002190319186377215,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0693359375,0.001810112769092532,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0712890625,0.0026638184364379865,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0732421875,0.0021305594321615285,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0751953125,0.0019061467758543298,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0771484375,0.0015810978355168073,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0791015625,0.001726873497270303,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0810546875,0.0016440028518449868,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0830078125,0.0014099598491737469,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0849609375,0.0015666662588009125,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0869140625,0.0014807852032405271,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0888671875,0.001446957050324644,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0908203125,0.0014986409567648953,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0927734375,0.0015368487610976818,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0947265625,0.0012159924655794755,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0966796875,0.0012622372577099094,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.0986328125,0.0013801256195369372,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1005859375,0.0011884501995940704,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1025390625,0.0011561284763266012,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1044921875,0.0011561284858088638,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1064453125,0.0012830613947460222,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1083984375,0.0009062706804115546,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1103515625,0.001173386732945968,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1123046875,0.0008539579044266688,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1142578125,0.0009082875954385799,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1162109375,0.0007522861255682237,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1181640625,0.0007600960428771595,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1201171875,0.001082316182780375,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1220703125,0.0008591663597602866,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1240234375,0.0007127661114372308,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1259765625,0.0007279709358198606,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1279296875,0.0008861017840017826,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1298828125,0.0007326473767707729,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1318359375,0.000832070819402543,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1337890625,0.0008297258849049595,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1357421875,0.0008009477998754122,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1376953125,0.0008328367787234107,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1396484375,0.0007138086563858764,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1416015625,0.000672879995539848,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1435546875,0.0007198263148093468,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1455078125,0.0007319368038032341,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1474609375,0.0006755588562926225,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1494140625,0.0008240487620383796,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1513671875,0.0006651569576997086,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1533203125,0.0005517182513216917,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1552734375,0.0005928869567083213,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1572265625,0.0005599058557389625,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1591796875,0.000730316749154747,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1611328125,0.0005616321890568299,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1630859375,0.0005687412977222185,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1650390625,0.00045008809740417204,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1669921875,0.00047354968882614047,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1689453125,0.0004575244238733846,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1708984375,0.0006022463630011864,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1728515625,0.0004704561433109926,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1748046875,0.0006077233717813993,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1767578125,0.0006640493139939764,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1787109375,0.0004584522610072572,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1806640625,0.00037890457575834156,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1826171875,0.0004699797786952723,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1845703125,0.0004766935438319963,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1865234375,0.0005812342190986555,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1884765625,0.0003731903107949255,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1904296875,0.00039026383710195233,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1923828125,0.00046143145565811166,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1943359375,0.0004902313928496523,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1962890625,0.0004522162822653811,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.1982421875,0.00039618714768082584,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2001953125,0.0004042099177812982,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2021484375,0.0005281793656655471,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2041015625,0.0005179426008243107,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2060546875,0.0004228314770997501,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2080078125,0.0005526474806270944,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2099609375,0.000438452630672897,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2119140625,0.0004470839102823821,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2138671875,0.00036084069337524423,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2158203125,0.0003724226768477557,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2177734375,0.0003107907707406963,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2197265625,0.0004231079023157604,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2216796875,0.0003535267800991336,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2236328125,0.00039777087286463385,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2255859375,0.00041392281322133787,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2275390625,0.00037643967812794665,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2294921875,0.0003631764131661273,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2314453125,0.00034195740892211366,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2333984375,0.0003482017104594345,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2353515625,0.0003136954509837668,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2373046875,0.0004078746119643295,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2392578125,0.0003823372570449306,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2412109375,0.00039306157546885984,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2431640625,0.00036085886926089637,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2451171875,0.0003969727297184782,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2470703125,0.00035076759818798253,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2490234375,0.0002974863930067917,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2509765625,0.0002798577569715419,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2529296875,0.0003138372045650291,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2548828125,0.0003157852086511526,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2568359375,0.00032501695395519323,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2587890625,0.0003328078020441307,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2607421875,0.0002709540115803366,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2626953125,0.00034535859607019796,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2646484375,0.00035453775170791004,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2666015625,0.00033388314370958545,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2685546875,0.00037733038347564446,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2705078125,0.0003479862551264061,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2724609375,0.0003553829278286482,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2744140625,0.00032018642949817224,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2763671875,0.000261493749715829,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2783203125,0.0002925769177367882,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2802734375,0.00030929809459618717,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2822265625,0.00041670262067435845,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2841796875,0.0004155163276444536,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2861328125,0.0003626636400570244,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2880859375,0.00034116467550747556,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2900390625,0.00027475772096110737,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2919921875,0.00029691273091579114,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2939453125,0.0003545946484666407,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2958984375,0.0002913225446098313,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2978515625,0.0002921508246818919,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.2998046875,0.00025324755853283127,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.3017578125,0.00027229380504981094,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.3037109375,0.0003078039206619791,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.3056640625,0.0003079544932761985,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.3076171875,0.00029922964378199855,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
44,raw,spectrum,0.3095703125,0.00034354003138700083,cycles_per_10min_step,share_of_non_dc_energy_per_frequency_bin
