event_index,event_timestamp,time_index,relative_step,timestamp,Patv_raw_farm_mean_kw,Fine_local_residual_ma6_kw,Fine_first_difference_kw,Coarse_ma6_kw,Coarse_ma18_kw,Coarse_ma36_kw,Downsample_upsample_ma36_kw,resampled_source_start_index,resampled_source_end_index,resampled_source_is_causal
360,synthetic_00360,324,-36,synthetic_00324,704.5693359375,0.46966552734375,-4.6396484375,704.0996704101562,680.619873046875,701.9039306640625,704.4344482421875,288,323,True
360,synthetic_00360,325,-35,synthetic_00325,724.4086303710938,15.66070556640625,19.83929443359375,708.7479248046875,683.5258178710938,700.1198120117188,704.4344482421875,288,323,True
360,synthetic_00360,326,-34,synthetic_00326,722.6945190429688,9.5428466796875,-1.714111328125,713.1516723632812,686.7698974609375,698.9805908203125,704.4344482421875,288,323,True
360,synthetic_00360,327,-33,synthetic_00327,734.1812133789062,15.59503173828125,11.4866943359375,718.586181640625,690.2069091796875,697.9588012695312,704.4344482421875,288,323,True
360,synthetic_00360,328,-32,synthetic_00328,747.4494018554688,23.6973876953125,13.2681884765625,723.7520141601562,695.2352294921875,697.5059204101562,704.4344482421875,288,323,True
360,synthetic_00360,329,-31,synthetic_00329,738.073486328125,9.5107421875,-9.37591552734375,728.562744140625,699.0521850585938,696.9288330078125,704.4344482421875,288,323,True
360,synthetic_00360,330,-30,synthetic_00330,770.104736328125,30.619384765625,32.03125,739.4853515625,705.3147583007812,697.7755126953125,704.4344482421875,288,323,True
360,synthetic_00360,331,-29,synthetic_00331,772.8411254882812,25.28369140625,2.73638916015625,747.5574340820312,710.4859619140625,698.7180786132812,704.4344482421875,288,323,True
360,synthetic_00360,332,-28,synthetic_00332,780.1685791015625,23.03216552734375,7.32745361328125,757.1364135742188,716.6618041992188,700.0399169921875,704.4344482421875,288,323,True
360,synthetic_00360,333,-27,synthetic_00333,790.8564453125,24.274169921875,10.6878662109375,766.582275390625,723.4036865234375,702.3516235351562,704.4344482421875,288,323,True
360,synthetic_00360,334,-26,synthetic_00334,799.6561279296875,24.3726806640625,8.7996826171875,775.283447265625,730.5288696289062,704.884521484375,704.4344482421875,288,323,True
360,synthetic_00360,335,-25,synthetic_00335,801.4290771484375,15.58642578125,1.77294921875,785.8426513671875,737.8306884765625,707.3438720703125,704.4344482421875,288,323,True
360,synthetic_00360,336,-24,synthetic_00336,813.774169921875,20.65325927734375,12.3450927734375,793.1209106445312,745.5686645507812,710.5000610351562,704.4344482421875,288,323,True
360,synthetic_00360,337,-23,synthetic_00337,818.7335815429688,17.96392822265625,4.95941162109375,800.7696533203125,752.3583374023438,713.7919921875,704.4344482421875,288,323,True
360,synthetic_00360,338,-22,synthetic_00338,837.9003295898438,27.50872802734375,19.166748046875,810.3916015625,760.2265625,718.0431518554688,704.4344482421875,288,323,True
360,synthetic_00360,339,-21,synthetic_00339,838.5477294921875,20.20758056640625,0.64739990234375,818.3401489257812,767.8362426757812,721.9590454101562,704.4344482421875,288,323,True
360,synthetic_00360,340,-20,synthetic_00340,862.5150146484375,33.6983642578125,23.96728515625,828.816650390625,775.95068359375,726.9168701171875,704.4344482421875,288,323,True
360,synthetic_00360,341,-19,synthetic_00341,870.7783813476562,30.40350341796875,8.26336669921875,840.3748779296875,784.9267578125,731.96142578125,704.4344482421875,288,323,True
360,synthetic_00360,342,-18,synthetic_00342,890.6004638671875,37.42120361328125,19.82208251953125,853.1792602539062,795.2618408203125,737.9408569335938,704.4344482421875,288,323,True
360,synthetic_00360,343,-17,synthetic_00343,880.5616455078125,17.07769775390625,-10.038818359375,863.4839477539062,803.93701171875,743.7313842773438,704.4344482421875,288,323,True
360,synthetic_00360,344,-16,synthetic_00344,901.58447265625,27.48651123046875,21.0228271484375,874.0979614257812,813.8753051757812,750.3226318359375,704.4344482421875,288,323,True
360,synthetic_00360,345,-15,synthetic_00345,893.2811279296875,10.0609130859375,-8.3033447265625,883.22021484375,822.7142333984375,756.4605712890625,704.4344482421875,288,323,True
360,synthetic_00360,346,-14,synthetic_00346,920.8967895507812,27.9462890625,27.61566162109375,892.9505004882812,832.3501586914062,763.792724609375,704.4344482421875,288,323,True
360,synthetic_00360,347,-13,synthetic_00347,914.2210693359375,14.0301513671875,-6.67572021484375,900.19091796875,842.1361694335938,770.5941772460938,704.4344482421875,288,323,True
360,synthetic_00360,348,-12,synthetic_00348,939.8223876953125,31.42779541015625,25.601318359375,908.3945922851562,851.56494140625,778.4398193359375,704.4344482421875,288,323,True
360,synthetic_00360,349,-11,synthetic_00349,941.665283203125,23.0867919921875,1.8428955078125,918.5784912109375,860.9440307617188,785.7150268554688,704.4344482421875,288,323,True
360,synthetic_00360,350,-10,synthetic_00350,960.5272216796875,32.1248779296875,18.8619384765625,928.40234375,870.9639892578125,793.8128662109375,704.4344482421875,288,323,True
360,synthetic_00360,351,-9,synthetic_00351,964.1939697265625,23.97283935546875,3.666748046875,940.2211303710938,880.5938110351562,801.998779296875,704.4344482421875,288,323,True
360,synthetic_00360,352,-8,synthetic_00352,973.4903564453125,24.503662109375,9.29638671875,948.9866943359375,890.2512817382812,810.3900756835938,704.4344482421875,288,323,True
360,synthetic_00360,353,-7,synthetic_00353,975.9044189453125,16.63714599609375,2.4140625,959.2672729492188,899.9443359375,818.8875122070312,704.4344482421875,288,323,True
360,synthetic_00360,354,-6,synthetic_00354,973.562744140625,8.67205810546875,-2.3416748046875,964.8906860351562,908.8214721679688,827.195068359375,704.4344482421875,288,323,True
360,synthetic_00360,355,-5,synthetic_00355,983.3944702148438,11.5489501953125,9.83172607421875,971.8455200195312,917.9692993164062,835.163818359375,704.4344482421875,288,323,True
360,synthetic_00360,356,-4,synthetic_00356,989.6991577148438,12.99163818359375,6.3046875,976.70751953125,926.402587890625,843.3145751953125,704.4344482421875,288,323,True
360,synthetic_00360,357,-3,synthetic_00357,1006.0203857421875,22.341796875,16.32122802734375,983.6785888671875,935.7066040039062,851.7714233398438,704.4344482421875,288,323,True
360,synthetic_00360,358,-2,synthetic_00358,1005.8135375976562,16.74774169921875,-0.20684814453125,989.0657958984375,943.6676635742188,859.8092041015625,704.4344482421875,288,323,True
360,synthetic_00360,359,-1,synthetic_00359,982.4603271484375,-7.6981201171875,-23.35321044921875,990.158447265625,949.8721923828125,867.3994750976562,704.4344482421875,288,323,True
360,synthetic_00360,360,0,synthetic_00360,1027.9647216796875,28.7392578125,45.50439453125,999.2254638671875,957.5035400390625,876.3826904296875,867.3994750976562,324,359,True
360,synthetic_00360,361,1,synthetic_00361,1039.1107177734375,30.5992431640625,11.14599609375,1008.511474609375,966.3118286132812,885.1244506835938,867.3994750976562,324,359,True
360,synthetic_00360,362,2,synthetic_00362,1034.802490234375,18.7738037109375,-4.3082275390625,1016.0286865234375,973.7128295898438,893.7940673828125,867.3994750976562,324,359,True
360,synthetic_00360,363,3,synthetic_00363,1025.383056640625,6.12725830078125,-9.41943359375,1019.2557983398438,981.0518188476562,901.883056640625,867.3994750976562,324,359,True
360,synthetic_00360,364,4,synthetic_00364,1023.8875122070312,1.619384765625,-1.49554443359375,1022.2681274414062,986.7735595703125,909.5618896484375,867.3994750976562,324,359,True
360,synthetic_00360,365,5,synthetic_00365,1014.40869140625,-13.1842041015625,-9.47882080078125,1027.5928955078125,992.3395385742188,917.2378540039062,867.3994750976562,324,359,True
360,synthetic_00360,366,6,synthetic_00366,1036.793701171875,7.7293701171875,22.385009765625,1029.0643310546875,997.726806640625,924.6458740234375,867.3994750976562,324,359,True
360,synthetic_00360,367,7,synthetic_00367,1027.175048828125,0.0999755859375,-9.61865234375,1027.0750732421875,1002.4773559570312,931.710693359375,867.3994750976562,324,359,True
360,synthetic_00360,368,8,synthetic_00368,1040.5654296875,12.5299072265625,13.390380859375,1028.0355224609375,1006.9239501953125,938.9439697265625,867.3994750976562,324,359,True
360,synthetic_00360,369,9,synthetic_00369,1034.4698486328125,4.9197998046875,-6.0955810546875,1029.550048828125,1010.828125,945.7109985351562,867.3994750976562,324,359,True
360,synthetic_00360,370,10,synthetic_00370,1029.3836669921875,-1.0823974609375,-5.086181640625,1030.466064453125,1013.933349609375,952.09228515625,867.3994750976562,324,359,True
360,synthetic_00360,371,11,synthetic_00371,1030.3961181640625,-2.7344970703125,1.012451171875,1033.130615234375,1016.9606323242188,958.4525146484375,867.3994750976562,324,359,True
360,synthetic_00360,372,12,synthetic_00372,1038.1884765625,4.825439453125,7.7923583984375,1033.363037109375,1020.5509643554688,964.6862182617188,867.3994750976562,324,359,True
360,synthetic_00360,373,13,synthetic_00373,1006.2015380859375,-23.666015625,-31.9869384765625,1029.8675537109375,1021.8179931640625,969.8936767578125,867.3994750976562,324,359,True
360,synthetic_00360,374,14,synthetic_00374,1013.25634765625,-12.0596923828125,7.0548095703125,1025.3160400390625,1023.1267700195312,974.7646484375,867.3994750976562,324,359,True
360,synthetic_00360,375,15,synthetic_00375,1018.043212890625,-4.5350341796875,4.786865234375,1022.5782470703125,1023.794677734375,979.7506713867188,867.3994750976562,324,359,True
360,synthetic_00360,376,16,synthetic_00376,1005.36376953125,-13.21112060546875,-12.679443359375,1018.5748901367188,1023.7697143554688,983.7186889648438,867.3994750976562,324,359,True
360,synthetic_00360,377,17,synthetic_00377,1001.5482177734375,-12.21868896484375,-3.8155517578125,1013.7669067382812,1024.8302001953125,987.3511962890625,867.3994750976562,324,359,True
360,synthetic_00360,378,18,synthetic_00378,1007.41357421875,-1.22418212890625,5.8653564453125,1008.6377563476562,1023.6884155273438,990.5960083007812,867.3994750976562,324,359,True
