MAE,RMSE,Score,group,horizon,model_id,model_name,num_valid_points,num_windows,physical_clip_applied,q33,q67,score_lower_is_better,sensitivity_only,threshold_source,total_points,valid_ratio,volatility_max,volatility_mean,volatility_median,volatility_min
68.7583239982913,104.28580361017549,6.6718454283035795,Low,3,A0,Dynamic VADSP,939985,4125,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,1658250,0.5668536107342077,0.10630485415458679,-0.13771884768891896,-0.15266053378582,-0.398157000541687
67.48662657484252,104.12336722076063,6.580261263639202,Low,3,A1,Fixed Dual,939985,4125,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,1658250,0.5668536107342077,0.10630485415458679,-0.13771884768891896,-0.15266053378582,-0.398157000541687
81.10712172225077,123.35754145171545,8.238732532593996,Low,6,A0,Dynamic VADSP,1881605,4125,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,3316500,0.5673466003316749,0.10630485415458679,-0.13771884768891896,-0.15266053378582,-0.398157000541687
80.06211065754711,123.89385968214236,8.301100936132233,Low,6,A1,Fixed Dual,1881605,4125,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,3316500,0.5673466003316749,0.10630485415458679,-0.13771884768891896,-0.15266053378582,-0.398157000541687
94.65321796581969,142.253052266673,10.094443520628392,Low,10,A0,Dynamic VADSP,3139700,4125,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,5527500,0.5680144730890999,0.10630485415458679,-0.13771884768891896,-0.15266053378582,-0.398157000541687
94.01085973902033,143.81692580481555,10.220515740910491,Low,10,A1,Fixed Dual,3139700,4125,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,5527500,0.5680144730890999,0.10630485415458679,-0.13771884768891896,-0.15266053378582,-0.398157000541687
109.45730734675715,158.47549756135524,13.692314757634273,Medium,3,A0,Dynamic VADSP,282329,875,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,351750,0.8026410803127221,0.33895501494407654,0.21411197853939873,0.21647465229034424,0.10655757784843445
104.07362111839751,153.76913575469413,13.062761314792438,Medium,3,A1,Fixed Dual,282329,875,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,351750,0.8026410803127221,0.33895501494407654,0.21411197853939873,0.21647465229034424,0.10655757784843445
130.82870495222824,187.9574485165313,16.611106213156788,Medium,6,A0,Dynamic VADSP,563059,875,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,703500,0.8003681592039801,0.33895501494407654,0.21411197853939873,0.21647465229034424,0.10655757784843445
124.42506828896268,180.4325418783423,15.873797046111989,Medium,6,A1,Fixed Dual,563059,875,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,703500,0.8003681592039801,0.33895501494407654,0.21411197853939873,0.21647465229034424,0.10655757784843445
151.30802771837895,214.17373400524758,19.28354394392901,Medium,10,A0,Dynamic VADSP,934507,875,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,1172500,0.7970208955223881,0.33895501494407654,0.21411197853939873,0.21647465229034424,0.10655757784843445
144.03672125520504,204.913602614081,18.451019372803856,Medium,10,A1,Fixed Dual,934507,875,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,1172500,0.7970208955223881,0.33895501494407654,0.21411197853939873,0.21647465229034424,0.10655757784843445
89.6804429498819,127.22870232420256,10.665278193262209,High,3,A0,Dynamic VADSP,33713,104,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,41808,0.806376769996173,0.4177999794483185,0.3855087138139285,0.39614424109458923,0.3400631844997406
90.91349428143653,127.75354971363514,11.097297630686752,High,3,A1,Fixed Dual,33713,104,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,41808,0.806376769996173,0.4177999794483185,0.3855087138139285,0.39614424109458923,0.3400631844997406
97.43010835147435,135.3424888995673,12.013572259454678,High,6,A0,Dynamic VADSP,67397,104,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,83616,0.8060299464217374,0.4177999794483185,0.3855087138139285,0.39614424109458923,0.3400631844997406
97.05809346634145,133.00288257924532,12.47884669598999,High,6,A1,Fixed Dual,67397,104,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,83616,0.8060299464217374,0.4177999794483185,0.3855087138139285,0.39614424109458923,0.3400631844997406
104.78416660873464,142.05431684173976,13.497345171158205,High,10,A0,Dynamic VADSP,112641,104,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,139360,0.8082735361653272,0.4177999794483185,0.3855087138139285,0.39614424109458923,0.3400631844997406
102.79081236735502,137.30081873899138,13.895654083210074,High,10,A1,Fixed Dual,112641,104,True,0.10653205120098604,0.3392951541568664,True,False,A0_formal_train_windows,139360,0.8082735361653272,0.4177999794483185,0.3855087138139285,0.39614424109458923,0.3400631844997406
